signal_id,case_id,signal_category,signal_description,severity,data_sources_used,feeds_into_c,score_impact,generated_timestamp
14f87e13-1faa-4928-90a0-fe702996d2ab,CAM_00056,velocity_trend,Bank credit inflows have grown 28.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.165143
339bfdc0-af85-4bf1-b63d-76f6c599daed,CAM_00059,velocity_trend,Bank credit inflows have grown 39.9% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.198089
b688ef3f-2c44-431a-a428-02d329ac880a,CAM_00060,velocity_trend,Bank credit inflows have grown 48.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.209653
f10b6231-13ea-4b2b-b71f-f5ba2d922581,CAM_00062,velocity_trend,Bank credit inflows have grown 28.2% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.231499
79229784-8bca-4b59-9232-09466c1c2b26,CAM_00063,velocity_trend,Bank credit inflows have grown 42.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.242539
4032d53a-32f0-49aa-b957-b79b7792f345,CAM_00066,velocity_trend,Bank credit inflows have grown 29.2% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.275878
bc0ed99a-cdf5-493a-a5f9-f7becf56ad23,CAM_00069,velocity_trend,Bank credit inflows have grown 32.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.308553
29fd8611-a734-4665-99e8-680008dbc76c,CAM_00071,velocity_trend,Bank credit inflows have grown 45.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.329363
68cf7099-22d6-4d94-9f06-859a29343ccd,CAM_00073,velocity_trend,Bank credit inflows have grown 31.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.350011
60586349-510d-4af6-abab-bc5ce49d9c95,CAM_00079,velocity_trend,Bank credit inflows have grown 37.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.412560
45f6c6c5-4cd8-438b-b0e0-3911a0e6748f,CAM_00080,velocity_trend,Bank credit inflows have grown 43.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.420323
b29aa1c7-4f87-4087-a13c-88d7ea7d8332,CAM_00083,velocity_trend,Bank credit inflows have grown 35.2% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.450298
432b3b45-4dee-4c7d-8bbc-8a241a480ec3,CAM_00087,velocity_trend,Bank credit inflows have grown 34.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.491154
7a2bd94a-f5f5-439c-bd55-fa8e0a5e86aa,CAM_00089,velocity_trend,Bank credit inflows have grown 46.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.512056
eab30c5b-ca19-4fa6-b6cf-610558152e10,CAM_00092,velocity_trend,Bank credit inflows have grown 35.8% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.542917
d2076d33-7260-4e58-b56b-6d060b2cbebe,CAM_00095,velocity_trend,Bank credit inflows have grown 26.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.574371
7fe5feff-1d35-4637-bc8e-8886aa7afc2a,CAM_00097,velocity_trend,Bank credit inflows have grown 36.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.595502
42cd1779-adef-4413-a94f-d4619d6fbd3d,CAM_00100,velocity_trend,Bank credit inflows have grown 54.2% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.626465
9b5a76b0-0766-42e3-824f-15d220bf9b5c,CAM_00102,velocity_trend,Bank credit inflows have grown 37.8% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.647007
47aae306-853a-44d7-923d-9766db27dc29,CAM_00104,velocity_trend,Bank credit inflows have grown 26.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.667766
8735c56f-8e8c-4547-9bd6-ee191f14ffa8,CAM_00106,velocity_trend,Bank credit inflows have grown 29.2% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.689186
4aacb4b6-684e-42e1-913f-669959c847ba,CAM_00107,velocity_trend,Bank credit inflows have grown 26.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.699509
67d3245d-3b61-4dbc-9463-01bb1d0961ff,CAM_00116,velocity_trend,Bank credit inflows have grown 47.8% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.792940
41391022-41dc-49e5-823e-28a86dbe58a4,CAM_00117,velocity_trend,Bank credit inflows have grown 56.0% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.809265
698e05bc-2a0d-4394-90f5-f3afd1191f20,CAM_00120,velocity_trend,Bank credit inflows have grown 31.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.847265
f1d07a8b-05c2-4c83-b44d-b4b5d19586e4,CAM_00128,velocity_trend,Bank credit inflows have grown 38.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:28.986531
2d891691-a526-4bb8-9b18-decce315a789,CAM_00132,velocity_trend,Bank credit inflows have grown 55.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.028807
9a4b2cd8-a037-4837-9b86-b251a4ad851b,CAM_00135,velocity_trend,Bank credit inflows have grown 27.9% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.060340
ea5924b6-3f66-4c85-9989-7b7c43bbbf7b,CAM_00136,velocity_trend,Bank credit inflows have grown 26.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.070806
4024b708-eaee-4adb-af38-214eec6b043e,CAM_00140,velocity_trend,Bank credit inflows have grown 34.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.108942
fec958c4-0238-489a-a2e2-b79aea8344a4,CAM_00141,velocity_trend,Bank credit inflows have grown 38.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.120664
e1703316-870f-46b1-a529-7d1775cc1a21,CAM_00145,velocity_trend,Bank credit inflows have grown 30.8% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.165554
ff20dd10-c718-49b9-9da4-028c37bff797,CAM_00146,velocity_trend,Bank credit inflows have grown 53.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.176434
4fc0f308-9bf6-4326-adbf-7d3d212c2115,CAM_00148,velocity_trend,Bank credit inflows have grown 56.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.198568
f6a020da-5af8-4d4f-8f3f-4ca285e061fb,CAM_00151,velocity_trend,Bank credit inflows have grown 45.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.230671
70020d38-da24-4e88-b008-f7497b2ed751,CAM_00152,velocity_trend,Bank credit inflows have grown 26.8% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.241595
c0d10dc7-224d-459c-8c9d-bd7268106203,CAM_00154,velocity_trend,Bank credit inflows have grown 30.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.263490
49c7f134-63ec-4c92-aa77-3ae71509f202,CAM_00155,velocity_trend,Bank credit inflows have grown 31.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.274328
1d29ed60-ad9d-4baa-bd6f-1e95a9843fed,CAM_00156,velocity_trend,Bank credit inflows have grown 32.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.285383
68b2e0fe-e212-4c31-8844-2772f7ad5c9a,CAM_00159,velocity_trend,Bank credit inflows have grown 59.0% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.317659
bfdccfbe-fad5-4d7e-a512-7d17ab77df0a,CAM_00163,velocity_trend,Bank credit inflows have grown 32.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.361152
bff307a5-51ae-4a7c-8613-5ac25fcb75db,CAM_00166,velocity_trend,Bank credit inflows have grown 25.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.393710
daa007e4-6839-4b92-8095-c0002265db56,CAM_00167,velocity_trend,Bank credit inflows have grown 37.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.405138
968fc3cd-f328-4a5f-ad84-b45ed3e82721,CAM_00170,velocity_trend,Bank credit inflows have grown 32.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.437572
5723ecd5-d746-4c19-9d7f-11d0844d01c4,CAM_00171,velocity_trend,Bank credit inflows have grown 35.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.448442
0c2e0a7f-ec40-43d7-b301-77bc859ab0a3,CAM_00172,velocity_trend,Bank credit inflows have grown 35.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.459247
328641a3-0eb3-411f-8fdb-12e33f50cbfd,CAM_00173,velocity_trend,Bank credit inflows have grown 28.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.470211
405c8dd9-5bd1-4402-8c56-c16a910a06ec,CAM_00174,velocity_trend,Bank credit inflows have grown 42.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.481170
b5002146-c437-40a7-ab55-5e6b715c14f8,CAM_00177,velocity_trend,Bank credit inflows have grown 27.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.513812
110f33de-0e62-4c99-95be-8cf22ceb0c10,CAM_00178,velocity_trend,Bank credit inflows have grown 35.9% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.525030
3b608dd6-bc85-4354-9fb9-3d7f881d1d27,CAM_00179,velocity_trend,Bank credit inflows have grown 43.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.536253
9f99b34e-ca96-48bd-879c-99f36d351f49,CAM_00181,velocity_trend,Bank credit inflows have grown 42.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.558186
2e04bd7f-f0ff-438c-bd52-8b4ca9ee1c33,CAM_00183,velocity_trend,Bank credit inflows have grown 39.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.580379
6770dc1f-a896-400c-b3ff-66220b83e97a,CAM_00186,velocity_trend,Bank credit inflows have grown 34.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.613597
a1aca300-3271-42e0-b242-6797555a6469,CAM_00187,velocity_trend,Bank credit inflows have grown 32.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.624584
99e68a4c-acd7-43ea-9392-4c012b4b0fc5,CAM_00189,velocity_trend,Bank credit inflows have grown 27.9% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.646390
95d1499d-a0f9-400e-82e7-7bc9c21f3171,CAM_00192,velocity_trend,Bank credit inflows have grown 40.0% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.678579
c512e095-39a8-46e0-8eaf-7480953d07ff,CAM_00194,velocity_trend,Bank credit inflows have grown 33.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.700368
5d5cc51b-07e8-4248-8707-c40d1be51946,CAM_00197,velocity_trend,Bank credit inflows have grown 31.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.732862
26dae215-690f-45fe-af15-4d82c1e87d73,CAM_00198,velocity_trend,Bank credit inflows have grown 25.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.743798
58a84447-5ebb-4388-92bd-4ec2280da6a1,CAM_00199,velocity_trend,Bank credit inflows have grown 35.0% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.754733
68f2827f-6982-43e2-baee-b0b93711e3d7,CAM_00201,velocity_trend,Bank credit inflows have grown 28.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.776335
1f9a4a0a-fe41-477f-8f90-cbd8347e573c,CAM_00209,velocity_trend,Bank credit inflows have grown 40.0% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.864557
942045c8-123d-40b0-967c-c5bbb7cd7be4,CAM_00211,velocity_trend,Bank credit inflows have grown 31.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.886693
6ea8812a-a990-4eaf-973b-6c0c2f6fc6eb,CAM_00214,velocity_trend,Bank credit inflows have grown 29.8% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.919513
da2b1218-17d2-4ae9-9dcb-0b2e32ab7752,CAM_00215,velocity_trend,Bank credit inflows have grown 29.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.930671
41086151-a326-4873-b018-256a063b8a66,CAM_00216,velocity_trend,Bank credit inflows have grown 34.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.942382
d0b33d7a-cf2b-4472-b858-ed8df9441070,CAM_00219,velocity_trend,Bank credit inflows have grown 41.9% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.970364
83ba6386-d03f-4ded-bc4c-bfbea80f0df1,CAM_00220,velocity_trend,Bank credit inflows have grown 45.2% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.980361
588a7798-5b52-4b88-b443-458e9497b0d6,CAM_00221,velocity_trend,Bank credit inflows have grown 36.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:29.990429
6634aa27-ead3-4a4f-9be4-99095e8b51fd,CAM_00224,velocity_trend,Bank credit inflows have grown 36.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.025201
34e4f3cc-213e-4f42-9631-28ec0d54715f,CAM_00227,velocity_trend,Bank credit inflows have grown 36.2% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.063703
cf6e0897-5b80-4000-af7b-9bd1fd7e372d,CAM_00228,velocity_trend,Bank credit inflows have grown 27.5% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.075957
39c56ad1-b74f-4aab-85c0-245c91d5b61a,CAM_00234,velocity_trend,Bank credit inflows have grown 58.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.141889
af018509-484f-4d25-bf48-1a0401090b8d,CAM_00240,velocity_trend,Bank credit inflows have grown 34.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.199610
c49452e6-2d84-40fe-a280-e7f1b0314eb8,CAM_00245,velocity_trend,Bank credit inflows have grown 40.2% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.249892
6b109f3c-1b55-464a-a693-74c12c81e83a,CAM_00247,velocity_trend,Bank credit inflows have grown 41.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.268647
ef937954-2158-4dc0-91d6-41bf99302d64,CAM_00249,velocity_trend,Bank credit inflows have grown 38.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.288594
cdca90ac-3dcd-493e-b1ca-d693657d108c,CAM_00253,velocity_trend,Bank credit inflows have grown 27.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.332475
ab3e6b76-1b21-44f2-8d96-8d7b7e0b2de2,CAM_00257,velocity_trend,Bank credit inflows have grown 27.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.374071
747c8670-a432-4aa4-8ba3-256fc96a629f,CAM_00258,velocity_trend,Bank credit inflows have grown 31.9% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.384164
875d24fa-9904-4a38-9d0f-a63b2959dd6a,CAM_00261,velocity_trend,Bank credit inflows have grown 65.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.415155
07434ec6-43a9-46f2-9fc8-9987f46db00c,CAM_00262,velocity_trend,Bank credit inflows have grown 39.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.425478
c35e633f-c224-483b-a75c-794cfd9cd7d6,CAM_00264,velocity_trend,Bank credit inflows have grown 34.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.447308
d14c5545-dd7a-4f14-ad6f-c37c63b61be7,CAM_00273,velocity_trend,Bank credit inflows have grown 26.7% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.539870
1ce6faa0-c4a3-4fab-861f-9c954f409b81,CAM_00274,velocity_trend,Bank credit inflows have grown 35.3% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.550645
d8317cc6-5316-4d8c-ad38-6d325541f35a,CAM_00275,velocity_trend,Bank credit inflows have grown 50.4% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.562138
2c2b56c6-6201-441b-85cd-67615c5d04e7,CAM_00276,velocity_trend,Bank credit inflows have grown 34.6% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.572185
ec774284-e99a-46ac-b604-c39ea5490cc5,CAM_00278,velocity_trend,Bank credit inflows have grown 33.9% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.593194
3a092722-4428-4da4-81fd-282d1836ff42,CAM_00280,velocity_trend,Bank credit inflows have grown 32.1% in the last 3 months compared to the prior period. Positive revenue momentum.,low,"[""Bank Monthly Summary""]",Capacity,0.5,2026-03-12T16:05:30.613944
